Metal,Process_Type,End_of_Life,Energy_Use_MJ_per_kg,Emission_kgCO2_per_kg,Water_Use_l_per_kg,Transport_km,Recycled_Content_pct,Reuse_Potential_score,Circularity_Index,Cost_per_kg,Product_Life_Extension_years,Waste_kg_per_kg_metal,Environmental_Impact_Score,Sustainability_Score
Nickel,Hybrid,Landfilled,130.72,12.95,13.71,300.44,18.95,5.69,0.4,14.62,12.74,0.16,0.2432822032939006,0.3623850945494995
Steel,Recycled,Recycled,20.06,6.73,5.85,311.37,32.33,7.41,0.6,1.44,26.12,0.02,0.08727068532946258,0.5341698331479421
Steel,Recycled,Landfilled,20.97,3.95,3.33,125.24,62.69,7.7,0.77,1.12,32.71,0.11,0.05851150393756921,0.7300614460511681
Gold,Primary,Reused,356.71,30.59,291.37,195.38,88.1,2.56,0.23,4018.72,48.87,0.03,0.7857286098089167,0.501352169076752
Lead,Hybrid,Recycled,68.36,3.31,5.26,214.38,41.1,6.7,0.35,1.36,8.77,0.08,0.0913202904198716,0.4534545050055617
Gold,Primary,Landfilled,308.82,20.2,251.45,99.54,71.37,5.97,0.36,3405.12,42.01,0.01,0.6168586991491973,0.5622942380422692
Cobalt,Hybrid,Landfilled,119.93,4.5,9.7,155.54,32.37,4.64,0.42,26.14,18.89,0.04,0.14745243622184018,0.4007058064516129
Tin,Hybrid,Reused,51.5,3.73,3.77,160.35,63.9,1.7,0.36,20.04,11.02,0.08,0.08103569477527485,0.43741979977753054
Lead,Primary,Landfilled,72.97,3.87,7.65,135.84,63.35,6.18,0.62,1.98,10.83,0.05,0.10220455583753488,0.6388860956618465
Cobalt,Primary,Landfilled,58.18,11.27,9.72,292.17,23.06,1.24,0.2,27.88,17.53,0.05,0.16576787789665134,0.19982620689655173
Cobalt,Primary,Landfilled,124.28,8.67,6.98,390.49,57.44,3.34,0.46,25.97,12.44,0.09,0.19083009112416446,0.4880647830923248
Aluminium,Recycled,Recycled,62.23,10.2,7.72,259.98,58.75,5.07,0.31,1.69,10.89,0.13,0.15697248553569262,0.47179199110122355
Silver,Recycled,Reused,199.1,22.07,78.67,57.17,30.29,2.06,0.36,889.87,14.55,0.05,0.43254364331168116,0.31098869855394884
Steel,Hybrid,Recycled,86.64,2.09,3.01,307.82,26.23,6.31,0.59,1.31,19.46,0.05,0.09224522806704076,0.4812981979977753
Gold,Hybrid,Recycled,436.09,25.25,127.51,138.52,75.59,1.63,0.15,3821.44,44.7,0.04,0.6865691749507407,0.39862251390433817
Copper,Recycled,Recycled,80.39,7.23,8.93,349.55,9.49,3.47,0.65,6.34,7.05,0.14,0.14260430022204687,0.37515688542825365
Copper,Hybrid,Recycled,54.56,7.88,4.36,389.59,25.07,2.34,0.54,6.46,8.28,0.17,0.12538824524025963,0.3683378420467186
Gold,Hybrid,Landfilled,405.95,21.66,176.4,120.1,74.37,2.52,0.59,3556.86,42.64,0.03,0.6591429891429537,0.5895422914349276
Silver,Recycled,Reused,248.32,11.15,123.72,75.62,60.92,1.15,0.38,1076.11,16.13,0.03,0.3927454971883735,0.4212639822024472
Silver,Recycled,Recycled,258.15,22.76,88.81,92.07,58.6,1.26,0.46,755.4,14.74,0.02,0.49346134814342085,0.44643114571746384
Copper,Primary,Reused,42.72,8.1,14.7,168.88,50.5,3.81,0.69,6.77,17.72,0.07,0.12500912497093708,0.5627608453837597
Copper,Hybrid,Recycled,63.59,4.17,6.63,391.95,52.64,1.51,0.19,7.48,16.74,0.11,0.09701887276781729,0.32015288097886546
Nickel,Hybrid,Landfilled,127.91,12.45,7.66,411.4,22.58,4.78,0.12,13.22,17.22,0.14,0.2319978692031615,0.2446603781979978
Aluminium,Primary,Reused,153.79,10.8,10.69,460.51,30.32,5.06,0.33,2.04,16.05,0.29,0.23822449504592225,0.3658495216907675
Cobalt,Recycled,Recycled,128.25,5.74,5.12,104.68,39.83,2.04,0.33,29.13,19.22,0.07,0.16345938662351436,0.33670375973303673
Zinc,Primary,Landfilled,93.09,4.61,3.04,331.84,72.24,1.08,0.63,2.22,10.69,0.18,0.12263308344172992,0.5649866963292547
Aluminium,Recycled,Recycled,107.52,10.68,19.1,235.89,82.1,1.15,0.33,1.93,13.84,0.18,0.2056052490150442,0.4859839822024472
Zinc,Hybrid,Recycled,41.69,8.75,2.43,154.4,67.16,4.97,0.22,3.78,6.24,0.13,0.12250432118792905,0.46720729699666297
Gold,Primary,Recycled,449.03,36.99,104.96,196.49,78.82,2.05,0.33,3656.15,48.8,0.03,0.7993162955304908,0.4928862291434928
Silver,Recycled,Landfilled,255.04,11.59,110.16,142.54,62.94,3.77,0.37,1277.36,8.87,0.04,0.393481799437745,0.4836309677419355
Silver,Recycled,Reused,348.65,12.07,60.46,193.49,75.65,1.12,0.27,868.61,22.9,0.05,0.440051301634097,0.43551657397107907
Silver,Hybrid,Landfilled,346.5,14.9,69.21,166.69,61.7,4.02,0.58,918.86,18.75,0.05,0.4724727515522572,0.5682327030033371
Gold,Hybrid,Reused,398.52,33.17,166.45,169.3,58.9,4.21,0.4,4907.93,42.78,0.03,0.7616908849093303,0.4892596218020023
Gold,Recycled,Reused,415.94,24.71,203.6,186.76,87.14,5.71,0.56,3573.61,41.31,0.03,0.7157831845478906,0.6995900333704115
Tin,Recycled,Reused,22.67,5.0,5.29,185.39,72.53,1.6,0.48,20.94,9.21,0.05,0.07168155292047444,0.51771510567297
Steel,Hybrid,Landfilled,41.64,7.44,2.58,236.87,33.7,5.37,0.72,1.93,13.99,0.14,0.10946106003915289,0.5422660734149054
Nickel,Primary,Recycled,145.0,14.23,11.91,355.59,68.26,5.92,0.63,13.49,7.8,0.11,0.2663125122372131,0.6567418909899889
Silver,Recycled,Landfilled,349.35,24.19,121.71,193.59,43.88,2.09,0.49,852.49,29.26,0.03,0.6026860023881069,0.41801610678531703
Steel,Hybrid,Reused,23.44,4.94,3.09,278.6,44.59,4.43,0.53,1.04,29.82,0.02,0.07023052985631983,0.48891394883203565
Copper,Hybrid,Recycled,107.51,4.38,14.93,169.02,44.76,1.85,0.44,5.68,11.01,0.1,0.1398007511447644,0.3961968409343716
Cobalt,Hybrid,Reused,54.42,9.95,10.7,196.28,35.38,3.03,0.59,22.19,9.82,0.16,0.150209182002671,0.4449282313681868
Copper,Primary,Recycled,100.52,9.58,8.65,341.44,35.78,3.27,0.36,5.02,24.51,0.07,0.18203229288323702,0.35986749721913236
Steel,Recycled,Reused,79.85,7.21,5.33,377.47,79.91,8.36,0.26,1.56,28.3,0.1,0.13957148039993988,0.6096244271412681
Steel,Hybrid,Landfilled,50.44,6.26,2.18,151.47,56.24,2.43,0.46,1.35,31.18,0.03,0.10443348413851282,0.4630200667408232
Lead,Primary,Recycled,28.43,5.04,5.03,219.58,75.22,6.22,0.41,2.13,13.18,0.06,0.07651765619244039,0.6032559733036709
Lead,Hybrid,Landfilled,70.9,5.07,6.73,172.41,51.32,4.27,0.65,2.28,8.83,0.05,0.11193756270612236,0.5602744382647387
Cobalt,Primary,Reused,129.91,6.59,3.49,101.99,47.16,1.23,0.39,32.46,16.59,0.1,0.17220295415271392,0.3720037374860957
Lead,Recycled,Recycled,88.4,2.07,6.67,152.3,44.61,3.92,0.7,2.39,13.83,0.09,0.09589425142151974,0.5456480088987764
Zinc,Recycled,Recycled,62.47,2.92,9.89,232.6,79.84,5.49,0.69,3.15,5.33,0.13,0.08579339114918601,0.7174957063403782
Silver,Recycled,Reused,305.63,20.02,140.44,170.82,70.21,1.01,0.57,999.12,25.06,0.03,0.5384790761650424,0.5313094104560623
Copper,Primary,Landfilled,125.75,5.21,11.73,328.07,71.83,5.73,0.35,6.47,17.83,0.04,0.16056530320335183,0.5547949721913237
Zinc,Recycled,Landfilled,94.03,4.09,2.82,273.69,24.71,1.45,0.39,2.6,11.16,0.15,0.11803730299613877,0.28709806451612907
Cobalt,Primary,Reused,138.52,6.52,3.97,311.25,24.29,3.08,0.31,22.24,8.25,0.09,0.178712931485154,0.28968057842046724
Zinc,Recycled,Reused,97.25,2.98,3.93,133.56,63.99,3.13,0.58,3.79,13.29,0.11,0.11025149772009445,0.5575929254727475
Steel,Hybrid,Reused,66.36,1.95,4.07,359.6,54.7,3.25,0.31,1.08,18.39,0.14,0.07532286448029707,0.41510255839822024
Aluminium,Recycled,Landfilled,115.58,10.55,8.5,466.11,56.42,7.74,0.33,2.2,10.11,0.19,0.20368630730050433,0.5298713236929922
Steel,Hybrid,Landfilled,47.59,6.0,7.6,353.8,38.11,4.97,0.38,1.96,35.72,0.04,0.10316644691661617,0.415007296996663
Steel,Hybrid,Landfilled,96.34,3.9,5.64,186.38,53.67,6.96,0.23,0.77,25.34,0.04,0.11986588391078687,0.4615187096774194
Copper,Primary,Recycled,44.18,8.7,6.2,323.4,30.5,6.12,0.3,7.64,20.02,0.09,0.12651079767033416,0.3781512791991101
Silver,Primary,Reused,341.16,12.44,84.14,62.46,79.63,2.8,0.23,1444.49,14.66,0.02,0.4535493062933143,0.4728114349276975
Aluminium,Primary,Reused,113.41,9.78,15.71,430.76,13.95,4.19,0.34,2.67,17.82,0.09,0.19905580964919012,0.2850146829810901
Aluminium,Primary,Landfilled,64.63,11.61,10.58,203.91,41.15,4.02,0.35,2.84,19.98,0.28,0.1749037628367473,0.39403270300333704
Steel,Hybrid,Landfilled,85.83,4.23,4.18,107.1,68.07,7.58,0.45,0.97,30.57,0.14,0.11378259300201919,0.6209118131256952
Copper,Primary,Landfilled,66.54,4.54,10.54,352.18,82.21,3.14,0.17,7.11,11.78,0.07,0.10568786817477906,0.4666953948832036
Cobalt,Hybrid,Landfilled,155.31,9.91,11.81,165.6,65.91,2.91,0.38,33.75,13.61,0.08,0.23128550022989425,0.4803785984427142
Copper,Primary,Reused,69.97,8.59,8.5,305.86,59.56,1.32,0.19,5.66,19.71,0.07,0.14758245639029255,0.34360596218020023
Silver,Hybrid,Landfilled,226.87,23.79,87.97,53.3,36.13,3.32,0.12,1495.54,21.55,0.04,0.47817226496132975,0.2663798442714127
Cobalt,Hybrid,Reused,159.02,10.57,3.68,385.0,29.43,1.42,0.47,34.93,9.6,0.14,0.23543459559083924,0.3373106562847608
Steel,Hybrid,Landfilled,75.8,7.02,4.5,320.88,75.23,4.33,0.63,1.98,37.1,0.13,0.13387655206122515,0.6492492547274751
Silver,Hybrid,Recycled,349.15,16.14,79.93,102.24,58.22,1.75,0.43,774.13,20.04,0.04,0.49414506147109566,0.4438121468298109
Lead,Recycled,Reused,34.2,5.98,2.4,207.9,22.52,4.76,0.21,1.76,12.14,0.14,0.08878359098204835,0.2799754393770857
Steel,Recycled,Landfilled,48.78,5.18,8.81,326.19,47.07,4.86,0.26,1.93,12.77,0.11,0.09672356392484974,0.40040013348164627
Tin,Primary,Reused,43.81,1.65,5.74,294.55,66.8,1.36,0.52,23.72,12.16,0.08,0.05539033097007668,0.5054558398220245
Copper,Recycled,Landfilled,78.97,9.22,13.58,228.01,16.22,6.35,0.44,7.27,16.04,0.05,0.16447376245100714,0.3821480756395995
Silver,Primary,Reused,306.58,14.87,118.9,88.73,35.66,4.01,0.23,1274.06,11.27,0.04,0.47336259565914685,0.323850233592881
Copper,Primary,Landfilled,146.74,7.09,6.27,258.92,65.96,3.89,0.44,7.97,17.95,0.16,0.19252607256479906,0.5263806006674082
Cobalt,Hybrid,Reused,70.14,6.5,3.92,335.41,65.44,2.0,0.32,35.99,8.56,0.14,0.1237591231232202,0.43425388209121246
Lead,Recycled,Landfilled,82.25,4.38,5.2,97.21,20.38,6.16,0.71,2.19,8.76,0.15,0.11309829001965706,0.5025611568409343
Steel,Primary,Reused,73.57,4.68,8.55,278.65,69.91,1.41,0.53,1.09,38.86,0.03,0.11138688542980246,0.5230081868743048
Copper,Hybrid,Reused,111.74,6.14,8.94,207.74,50.14,6.32,0.62,6.91,16.0,0.13,0.1567957692434225,0.5891606674082314
Copper,Primary,Reused,67.74,9.37,14.95,240.93,74.47,1.59,0.41,7.2,10.43,0.09,0.1579010184898323,0.497252636262514
Gold,Recycled,Recycled,301.23,22.31,142.44,187.72,79.16,5.68,0.1,4789.77,19.37,0.04,0.5591974352634843,0.48300262513904346
Tin,Recycled,Landfilled,23.34,3.31,5.67,104.58,78.68,3.19,0.58,24.95,6.2,0.04,0.05556688861912331,0.6176877419354839
Nickel,Hybrid,Recycled,90.81,11.79,8.42,155.56,76.61,5.75,0.29,11.04,10.1,0.2,0.19621411393237378,0.5503599110122359
Copper,Recycled,Landfilled,52.9,4.7,13.21,289.17,25.21,1.81,0.37,6.69,14.11,0.2,0.09815346848570755,0.28910696329254726
Silver,Recycled,Reused,336.14,23.15,82.55,118.64,23.46,2.22,0.43,751.04,29.22,0.02,0.5555986000851251,0.31522820912124583
Silver,Hybrid,Landfilled,280.32,20.57,80.13,180.23,33.78,1.13,0.35,1276.14,19.16,0.03,0.48350898398166375,0.30025904338153503
Aluminium,Hybrid,Landfilled,104.28,8.71,16.47,375.58,14.82,5.71,0.36,2.33,13.58,0.11,0.18155374393653267,0.33031003337041154
Gold,Hybrid,Reused,489.13,22.06,185.66,191.66,78.08,3.83,0.15,3844.55,14.78,0.02,0.7358829385784387,0.4575257842046718
Steel,Hybrid,Recycled,95.19,2.23,3.06,291.06,74.98,8.51,0.25,1.37,19.38,0.03,0.10052097299494062,0.5892414682981091
Copper,Primary,Recycled,65.24,7.0,8.65,308.35,37.66,3.36,0.27,5.72,17.14,0.15,0.12799337152941154,0.3333897219132369
Silver,Hybrid,Reused,259.48,23.5,148.03,145.31,69.55,3.44,0.47,1401.4,25.85,0.03,0.5414180487100408,0.5427294771968855
Lead,Recycled,Recycled,66.73,6.76,3.87,114.06,30.3,1.07,0.46,2.44,9.02,0.05,0.12359761241557392,0.3290042269187987
Silver,Primary,Reused,183.21,13.59,147.03,90.76,29.44,2.01,0.29,891.41,12.88,0.02,0.3805921127297895,0.2784763515016685
Gold,Primary,Recycled,478.17,22.67,251.1,115.79,68.03,5.98,0.12,3004.12,11.79,0.01,0.77685213631804,0.4531567074527253
Silver,Primary,Recycled,292.53,16.64,131.39,123.82,44.54,4.14,0.21,828.4,13.58,0.02,0.4881525364571574,0.3542623359288098
Aluminium,Primary,Reused,59.98,5.65,6.03,350.65,72.02,5.97,0.15,1.76,10.97,0.09,0.10853360033793191,0.48089423804226916
Nickel,Hybrid,Recycled,157.51,11.68,13.27,119.32,31.57,2.29,0.36,12.84,11.35,0.1,0.25172404745299054,0.32122549499443825
Aluminium,Primary,Recycled,83.91,5.58,16.23,240.67,86.53,2.53,0.7,1.63,14.36,0.28,0.13378498403466588,0.6824047608453838
Copper,Hybrid,Recycled,84.27,5.71,3.62,395.21,13.37,4.67,0.24,7.12,19.82,0.12,0.12696448649945266,0.25337321468298113
Tin,Hybrid,Recycled,53.6,1.8,2.93,195.92,51.58,1.8,0.11,24.08,5.1,0.06,0.0628512233468024,0.2903644938820913
Lead,Hybrid,Reused,82.58,2.06,4.69,215.47,26.91,6.36,0.67,1.58,9.2,0.12,0.0898164771022107,0.5171305450500556
Copper,Hybrid,Landfilled,72.5,3.18,4.54,170.3,66.4,6.22,0.61,6.05,8.28,0.17,0.09285283120262829,0.6479759733036707
Lead,Hybrid,Recycled,73.97,2.58,1.25,149.69,53.67,6.84,0.31,2.22,13.31,0.06,0.08583376535517206,0.49084907675194667
Lead,Hybrid,Reused,71.84,2.84,1.75,91.79,35.08,2.71,0.6,1.59,12.55,0.04,0.08706332641023894,0.4406092102335929
Silver,Hybrid,Landfilled,293.36,14.98,109.22,197.64,36.62,1.74,0.55,1466.16,20.19,0.05,0.45742864229454006,0.40518967741935485
Tin,Hybrid,Landfilled,56.38,4.6,2.9,219.81,10.85,3.71,0.48,21.85,9.06,0.08,0.09306288716270415,0.3179361512791991
Steel,Hybrid,Recycled,89.38,3.52,5.37,213.93,44.78,1.58,0.46,1.18,38.61,0.1,0.11031521475915368,0.3982701668520579
Gold,Recycled,Landfilled,362.33,38.3,227.1,132.0,58.12,4.64,0.53,4001.23,36.2,0.05,0.8244871433415019,0.5477058064516129
Silver,Recycled,Landfilled,305.99,12.13,147.93,110.64,53.18,1.41,0.57,1376.26,14.16,0.03,0.4648420979025522,0.47208818687430476
Nickel,Recycled,Recycled,152.83,8.42,7.56,421.06,40.21,4.85,0.35,14.32,12.92,0.21,0.2115630898293737,0.40873766407119017
Tin,Recycled,Reused,30.37,5.95,1.94,222.92,33.27,3.78,0.4,16.37,11.3,0.06,0.08511184802119325,0.3771734371523916
Nickel,Hybrid,Reused,135.58,7.73,12.62,154.18,51.92,3.44,0.49,12.13,16.37,0.1,0.1942314562844775,0.48020947719688545
Lead,Recycled,Landfilled,47.15,5.52,2.47,213.36,87.8,2.5,0.32,1.24,12.44,0.04,0.09459222874158678,0.5348173526140156
Nickel,Recycled,Landfilled,170.4,13.61,9.99,357.46,39.7,1.43,0.65,10.83,18.67,0.14,0.2791567182545852,0.45061312569521694
Gold,Primary,Recycled,471.02,30.45,292.63,196.38,40.69,3.74,0.29,3903.57,40.15,0.05,0.876643926413934,0.3619635595105673
Nickel,Hybrid,Reused,153.61,14.71,6.98,145.56,34.29,5.24,0.41,11.5,12.45,0.22,0.27471623621250213,0.41773397107897664
Gold,Hybrid,Landfilled,473.27,24.96,212.62,127.8,50.55,1.73,0.41,4329.67,20.1,0.04,0.7701765103497962,0.40468720800889874
Cobalt,Recycled,Reused,158.53,11.24,14.46,133.17,47.99,3.89,0.45,33.73,5.59,0.05,0.2489327369967026,0.4585006006674083
Gold,Hybrid,Landfilled,415.18,34.61,199.27,58.58,34.96,5.98,0.1,4857.68,36.33,0.03,0.8113123216324281,0.31287670745272533
Copper,Primary,Landfilled,133.37,3.59,12.5,317.75,41.48,2.64,0.67,5.79,11.14,0.04,0.15097255179813895,0.4926519243604004
Aluminium,Primary,Landfilled,121.67,10.76,6.36,479.54,64.62,1.82,0.29,2.0,7.85,0.3,0.20923324725780876,0.41496943270300335
Copper,Hybrid,Reused,65.03,4.33,10.36,253.85,61.65,6.91,0.3,7.69,11.21,0.07,0.102258948526208,0.5203263626251391
Silver,Primary,Reused,309.14,18.28,65.61,83.16,84.67,3.38,0.49,1457.63,23.2,0.03,0.4739835944038461,0.6098746607341491
Zinc,Recycled,Reused,108.29,4.66,9.6,188.56,63.13,1.24,0.42,2.53,5.35,0.17,0.13967135743434725,0.44810620689655173
Aluminium,Hybrid,Reused,105.23,4.23,7.67,274.17,42.39,7.58,0.22,1.58,5.99,0.16,0.13163453767584546,0.4261918131256952
Silver,Recycled,Reused,151.85,15.57,83.59,137.0,51.25,3.89,0.22,719.79,19.3,0.02,0.3329969207451177,0.37954060066740825
Zinc,Primary,Reused,88.82,2.58,7.01,326.65,56.0,2.7,0.68,2.57,7.87,0.17,0.10155835469783242,0.5560667408231369
Aluminium,Recycled,Reused,88.63,6.58,18.14,277.92,18.91,7.31,0.23,2.48,15.54,0.09,0.14883829077922534,0.3302651390433815
Zinc,Hybrid,Recycled,42.4,4.87,10.9,182.7,43.66,2.48,0.46,3.66,5.34,0.05,0.08991096205955026,0.4138124137931035
Silver,Primary,Landfilled,187.73,23.54,106.92,126.3,56.89,1.1,0.52,770.63,8.99,0.02,0.45698694650694727,0.4600316351501669
Lead,Primary,Reused,70.61,5.46,2.34,196.55,34.86,2.94,0.75,2.14,13.01,0.08,0.11267902100976189,0.5048460066740823
Copper,Recycled,Landfilled,62.53,9.63,8.51,368.46,36.28,6.26,0.56,5.47,24.14,0.11,0.152037939349533,0.508385850945495
Nickel,Primary,Landfilled,142.59,9.59,16.53,424.56,66.04,2.54,0.16,19.49,10.75,0.25,0.2210531523153298,0.3846672302558399
Steel,Recycled,Recycled,30.58,6.72,2.78,355.24,23.0,2.97,0.74,0.59,32.6,0.1,0.0935419732908543,0.4540734149054505
Nickel,Primary,Landfilled,84.32,14.38,8.79,302.85,21.85,3.98,0.25,19.93,9.48,0.24,0.21717376494609822,0.2759428253615128
Nickel,Primary,Recycled,175.66,10.23,10.39,210.73,14.28,3.71,0.39,13.28,13.17,0.14,0.24982426671713634,0.29565615127919914
Gold,Recycled,Reused,350.76,23.79,162.51,59.54,60.38,5.99,0.53,4150.61,14.29,0.02,0.6270205959076662,0.5867791768631814
Tin,Hybrid,Landfilled,41.62,3.58,2.06,199.2,64.42,1.5,0.35,17.1,6.34,0.05,0.07048864368883964,0.4310504115684094
Nickel,Recycled,Landfilled,125.51,7.28,13.86,177.84,39.21,2.0,0.31,13.72,13.82,0.22,0.18249880064781154,0.32533388209121245
Steel,Hybrid,Landfilled,45.18,7.01,8.75,385.95,49.33,3.51,0.69,1.75,29.44,0.04,0.11210726514009611,0.5514067630700779
Gold,Recycled,Recycled,342.83,39.59,196.66,135.14,31.28,3.28,0.12,3319.96,19.69,0.04,0.8014869414111769,0.24608996662958843
Nickel,Recycled,Landfilled,114.28,14.83,4.95,386.26,42.69,3.38,0.14,18.56,7.75,0.17,0.24308939993642623,0.30195466073414906
Tin,Hybrid,Landfilled,36.52,5.71,3.89,82.13,12.95,4.55,0.42,17.07,14.84,0.09,0.08893307107322437,0.32102358175750834
Tin,Hybrid,Recycled,24.91,4.66,2.26,129.1,13.89,2.53,0.23,16.72,8.86,0.06,0.0680527016589003,0.20384476084538378
Zinc,Recycled,Reused,51.99,3.31,9.19,263.45,65.83,3.53,0.4,3.05,8.71,0.11,0.08084105929390537,0.50185170189099
Steel,Primary,Reused,93.58,6.87,4.82,196.86,43.58,1.11,0.34,0.57,22.68,0.02,0.14681783568539253,0.33501410456062297
Tin,Recycled,Reused,40.6,3.07,4.79,89.8,17.52,1.19,0.13,21.89,9.51,0.07,0.06639160895933797,0.1485538598442714
Aluminium,Recycled,Recycled,135.46,4.36,7.33,283.61,46.15,2.45,0.31,2.25,6.18,0.21,0.15689939300709502,0.36310500556173525
Nickel,Primary,Recycled,113.09,10.8,12.14,429.6,21.88,2.7,0.43,18.13,11.06,0.21,0.20662164862784643,0.3195867408231369
Nickel,Recycled,Recycled,100.29,13.81,7.35,291.94,72.62,2.52,0.31,17.69,11.14,0.17,0.22329191747165933,0.4705422914349277
Steel,Primary,Reused,54.37,1.76,5.44,258.39,22.74,6.53,0.45,1.04,30.66,0.1,0.06474108785183266,0.4162325250278087
Nickel,Hybrid,Reused,141.06,7.13,15.96,148.48,56.42,2.53,0.36,16.48,8.8,0.06,0.19484253210688954,0.42596476084538376
Nickel,Hybrid,Reused,89.72,14.63,14.9,284.21,10.28,2.75,0.17,13.87,12.08,0.25,0.22807010633659608,0.17029908787541712
Nickel,Recycled,Reused,143.65,5.01,17.12,172.96,61.07,1.41,0.23,19.54,15.74,0.24,0.17648339217865697,0.3676481868743048
Copper,Recycled,Landfilled,72.82,9.84,10.43,184.95,40.15,1.8,0.54,6.78,7.05,0.14,0.16365327624629797,0.41664449388209124
Silver,Primary,Landfilled,209.61,16.13,93.41,61.05,21.85,2.75,0.13,1071.75,23.87,0.04,0.39136860056528255,0.20057908787541714
Silver,Primary,Reused,225.28,24.19,143.75,171.38,37.55,1.12,0.55,823.3,14.57,0.02,0.5180974692530795,0.395116573971079
Silver,Hybrid,Landfilled,302.19,20.33,111.43,93.5,69.08,3.54,0.11,796.84,26.67,0.02,0.5194818668020975,0.39907417130144607
Nickel,Hybrid,Recycled,69.73,8.87,9.35,101.27,27.54,3.96,0.39,11.94,19.88,0.1,0.15075791676613595,0.3542578865406007
Nickel,Recycled,Recycled,129.86,7.83,11.65,266.39,76.44,2.52,0.36,18.75,5.17,0.2,0.190007493977921,0.5058222914349277
Gold,Recycled,Recycled,434.85,23.11,103.15,148.41,49.29,3.85,0.45,3001.63,16.45,0.03,0.6479271941017803,0.462810723025584
Zinc,Hybrid,Landfilled,66.43,8.21,5.79,214.63,24.21,2.4,0.48,3.27,7.35,0.13,0.13914150772482392,0.34223265850945495
Steel,Hybrid,Reused,42.95,6.19,3.7,333.5,72.82,1.34,0.63,1.78,39.3,0.1,0.09875311458294407,0.5730909010011124
Aluminium,Recycled,Landfilled,56.59,8.17,15.42,206.31,76.57,1.64,0.18,1.57,8.23,0.16,0.13728875784778014,0.4147649833147942
Cobalt,Hybrid,Reused,93.79,10.12,11.64,173.37,22.32,3.23,0.6,30.1,16.19,0.07,0.18404189256679088,0.40113761957730815
Zinc,Recycled,Landfilled,79.8,5.1,5.44,246.95,35.96,1.91,0.45,3.99,14.08,0.1,0.11849954497136411,0.36633165739710793
Nickel,Recycled,Recycled,126.95,11.46,4.88,101.17,79.12,1.5,0.35,15.78,13.93,0.04,0.21947333542773276,0.48985041156840936
Silver,Recycled,Recycled,168.58,19.56,109.58,75.55,20.14,3.28,0.12,726.34,15.36,0.05,0.40362620298797103,0.20152996662958844
Tin,Hybrid,Reused,32.7,1.99,3.26,207.23,32.67,1.79,0.39,16.1,9.31,0.07,0.04824673964264581,0.3265020244716352
Cobalt,Primary,Recycled,53.33,5.35,5.1,216.28,56.22,3.64,0.11,25.91,12.89,0.16,0.09959108829400734,0.3498588654060067
Copper,Recycled,Landfilled,96.78,4.78,8.31,270.46,22.27,5.05,0.2,6.03,17.91,0.11,0.13080066488589212,0.28142705228031145
Steel,Primary,Recycled,85.65,1.51,3.53,262.19,28.6,5.99,0.77,1.65,37.25,0.09,0.08599829916891828,0.5556591768631813
Silver,Recycled,Reused,173.92,22.59,77.42,85.11,39.56,1.9,0.27,856.24,16.47,0.04,0.4167613430084277,0.3085091879866519
Silver,Hybrid,Landfilled,172.12,12.37,137.91,164.48,60.51,1.7,0.35,797.62,12.67,0.02,0.353432777802575,0.4198597997775306
Lead,Primary,Reused,66.28,6.6,5.57,230.99,55.77,1.39,0.21,2.12,5.18,0.03,0.12277073991930884,0.3380032480533927
Silver,Recycled,Landfilled,257.06,13.5,91.09,134.72,22.88,3.19,0.21,1194.83,8.47,0.02,0.4014863361174211,0.2464877419354839
Gold,Hybrid,Recycled,331.46,20.18,103.55,96.45,59.69,5.06,0.38,3504.75,25.92,0.03,0.5361497840205043,0.5033295216907675
Zinc,Hybrid,Landfilled,108.72,3.28,7.23,129.72,69.57,1.58,0.27,3.21,14.62,0.14,0.12463158835688198,0.4214301668520579
Silver,Recycled,Reused,246.75,10.14,130.65,186.14,60.43,2.24,0.43,1435.94,18.99,0.04,0.38600782697251274,0.46355314794215796
Tin,Primary,Landfilled,65.29,4.25,3.88,171.26,67.44,3.63,0.22,24.13,7.52,0.02,0.09734565858763918,0.43851639599555065
Aluminium,Recycled,Landfilled,192.46,5.14,18.96,472.98,72.65,1.59,0.27,1.52,12.02,0.12,0.2180704290403326,0.433972636262514
Aluminium,Hybrid,Landfilled,53.15,4.04,9.8,307.46,29.41,6.54,0.38,1.63,11.24,0.19,0.08947793837385186,0.4151349944382648
Gold,Hybrid,Landfilled,407.69,37.86,106.88,182.48,76.41,2.9,0.28,3746.88,38.74,0.04,0.7762168879213833,0.4821561290322581
Silver,Hybrid,Recycled,226.47,14.41,67.43,60.02,41.63,4.53,0.43,1285.69,15.24,0.05,0.37033172720565843,0.43929864293659626
Tin,Hybrid,Reused,54.38,1.69,4.07,136.64,25.1,3.13,0.57,24.72,10.03,0.04,0.0631353382549376,0.3980329254727475
Tin,Primary,Recycled,38.64,2.54,2.82,210.31,27.13,3.0,0.24,24.62,5.47,0.05,0.05820812943786974,0.2712608231368187
Lead,Primary,Recycled,33.3,4.78,1.72,138.45,74.3,4.82,0.67,2.24,14.53,0.09,0.07560691991257348,0.6724302558398221
Tin,Recycled,Landfilled,31.54,3.57,5.09,108.69,49.43,2.59,0.22,23.88,6.32,0.08,0.0643427375669597,0.34333957730812015
Gold,Primary,Reused,357.24,35.96,197.85,167.3,74.28,1.14,0.13,3245.02,17.4,0.02,0.7775028685250096,0.3744815127919911
