Metal,Process_Type,End_of_Life,Energy_Use_MJ_per_kg,Emission_kgCO2_per_kg,Water_Use_l_per_kg,Transport_km,Recycled_Content_pct,Reuse_Potential_score,Circularity_Index,Cost_per_kg,Product_Life_Extension_years,Waste_kg_per_kg_metal
Tin,Recycled,Reused,35.75,4.88,2.49,118.94,62.21,2.64,0.56,18.37,5.48,0.05
Tin,Recycled,Reused,28.12,1.54,3.84,223.41,67.17,2.42,0.57,20.64,9.29,0.05
Steel,Recycled,Landfilled,50.09,7.33,8.86,310.68,21.89,8.84,0.6,1.55,33.59,0.12
Copper,Recycled,Landfilled,71.03,4.45,9.73,239.66,60.34,6.83,0.24,5.23,12.98,0.11
Tin,Recycled,Recycled,30.55,2.36,4.28,211.27,69.38,3.7,0.1,17.7,12.96,0.06
Silver,Primary,Recycled,168.61,23.86,84.61,142.41,49.14,2.09,0.29,774.99,7.18,0.02
Tin,Primary,Recycled,53.82,4.16,3.08,292.79,48.98,1.85,0.29,19.49,6.73,0.08
Zinc,Recycled,Landfilled,107.57,3.81,10.85,162.62,49.88,5.88,0.53,2.86,9.55,0.12
Zinc,Recycled,Recycled,88.46,2.15,2.37,242.13,15.8,4.38,0.39,2.1,9.66,0.09
Zinc,Primary,Recycled,117.89,8.97,4.06,287.68,19.28,2.79,0.41,3.34,7.91,0.15
Aluminium,Primary,Recycled,151.99,11.79,14.57,401.83,25.32,3.59,0.64,2.46,6.81,0.15
Nickel,Primary,Landfilled,83.07,10.78,6.77,243.36,76.22,5.54,0.12,16.11,7.46,0.04
Tin,Recycled,Landfilled,57.48,4.82,4.06,145.9,67.48,1.32,0.24,23.9,13.75,0.07
Tin,Hybrid,Landfilled,22.29,5.36,4.08,264.43,16.62,2.5,0.12,17.77,14.03,0.06
Steel,Hybrid,Landfilled,99.43,3.23,9.09,373.08,61.72,1.05,0.75,0.98,26.53,0.06
Steel,Primary,Landfilled,98.32,1.37,8.47,296.42,28.93,8.84,0.24,1.45,35.42,0.09
Copper,Primary,Landfilled,81.21,9.3,9.07,220.97,40.51,1.99,0.31,7.24,20.82,0.04
Copper,Recycled,Landfilled,82.21,6.63,5.79,154.44,49.97,4.42,0.21,7.73,18.79,0.08
Tin,Hybrid,Recycled,57.62,5.82,2.69,198.29,42.5,3.55,0.39,16.73,10.9,0.08
Copper,Recycled,Landfilled,84.42,9.96,11.68,391.75,67.69,5.13,0.63,5.34,8.13,0.13
Steel,Hybrid,Landfilled,34.71,1.85,5.87,206.79,46.45,8.18,0.51,1.66,36.91,0.04
Silver,Recycled,Landfilled,289.37,13.15,63.01,118.76,45.56,2.05,0.44,1341.17,18.26,0.01
Silver,Hybrid,Landfilled,313.93,18.75,80.28,130.49,63.25,4.01,0.22,730.83,5.28,0.02
Zinc,Primary,Reused,35.27,5.07,10.07,227.8,23.89,2.04,0.23,3.42,8.6,0.19
Silver,Recycled,Recycled,198.2,24.21,93.74,179.04,37.62,3.41,0.54,991.97,29.28,0.02
Gold,Hybrid,Landfilled,406.76,24.65,181.61,77.1,26.48,3.24,0.57,3828.99,38.74,0.04
Silver,Recycled,Reused,219.55,18.42,121.08,71.18,32.51,3.21,0.58,1033.64,22.93,0.03
Nickel,Primary,Reused,143.15,12.55,16.27,123.66,13.53,1.73,0.48,10.49,7.1,0.09
Tin,Hybrid,Recycled,29.95,2.46,2.51,219.11,29.63,2.54,0.6,20.53,11.58,0.07
Copper,Recycled,Reused,96.68,9.34,7.3,190.92,30.94,6.89,0.1,6.29,21.37,0.07
Lead,Primary,Reused,81.28,5.55,3.95,283.63,24.63,1.3,0.37,1.29,9.43,0.05
Nickel,Primary,Recycled,105.12,12.0,4.87,314.77,56.79,5.12,0.27,19.78,7.31,0.24
Steel,Recycled,Landfilled,52.54,3.18,8.1,355.3,21.03,5.74,0.32,1.72,25.79,0.07
Steel,Primary,Recycled,94.41,3.5,4.71,169.39,23.94,4.16,0.42,1.28,10.91,0.03
Silver,Recycled,Landfilled,297.92,12.4,138.41,120.32,77.2,4.6,0.31,893.36,23.31,0.01
Silver,Primary,Recycled,187.0,11.8,77.54,190.16,26.66,2.15,0.59,729.47,21.78,0.03
Cobalt,Recycled,Landfilled,76.4,6.58,11.37,282.84,41.35,3.33,0.47,31.21,16.42,0.07
Aluminium,Primary,Landfilled,128.64,11.52,6.48,223.64,88.88,3.53,0.48,2.09,9.58,0.16
Silver,Primary,Recycled,225.24,24.11,70.75,61.18,63.19,4.79,0.36,1005.88,13.01,0.04
Copper,Hybrid,Landfilled,56.38,7.84,14.76,274.34,29.38,4.31,0.57,6.7,18.89,0.11
Nickel,Primary,Recycled,131.08,11.34,4.62,103.38,56.79,5.91,0.43,11.41,15.92,0.23
Tin,Recycled,Reused,63.4,2.26,4.41,292.28,52.07,3.65,0.37,15.36,7.97,0.06
Nickel,Hybrid,Recycled,155.68,14.55,5.75,149.38,42.99,2.0,0.17,13.35,5.07,0.25
Silver,Hybrid,Landfilled,249.91,20.15,77.94,64.5,58.49,3.33,0.5,1126.86,16.16,0.03
Copper,Primary,Landfilled,99.66,9.45,14.42,183.07,29.92,6.88,0.55,6.35,19.47,0.07
Tin,Hybrid,Reused,54.96,3.82,1.74,288.18,46.37,3.7,0.58,24.77,14.89,0.07
Nickel,Hybrid,Reused,147.55,11.07,17.76,215.41,56.74,3.62,0.17,11.6,11.98,0.11
Gold,Recycled,Landfilled,341.83,35.71,140.93,115.94,50.99,2.66,0.57,4734.71,30.66,0.01
Gold,Recycled,Landfilled,426.5,37.5,196.77,129.43,58.05,2.55,0.27,4922.66,27.64,0.02
Nickel,Recycled,Landfilled,84.52,5.67,8.42,255.05,40.43,2.34,0.23,10.15,5.64,0.09
Zinc,Recycled,Reused,117.71,3.82,9.24,181.06,69.56,5.86,0.67,3.03,8.71,0.03
Nickel,Hybrid,Recycled,176.5,7.13,4.4,234.09,25.71,2.96,0.24,16.99,5.78,0.17
Zinc,Primary,Reused,42.53,3.96,9.46,156.57,59.34,3.49,0.46,3.11,12.62,0.06
Aluminium,Recycled,Recycled,133.34,11.51,15.54,218.35,63.26,1.62,0.22,2.06,9.74,0.25
Aluminium,Hybrid,Recycled,166.05,5.78,14.6,432.32,25.61,5.07,0.16,2.73,8.74,0.06
Tin,Recycled,Recycled,76.92,2.04,4.17,246.07,35.53,2.07,0.39,24.8,14.49,0.03
Nickel,Primary,Reused,118.17,11.87,13.31,345.14,38.79,1.75,0.26,11.36,15.03,0.21
Copper,Primary,Recycled,111.54,3.9,8.24,374.56,76.91,3.12,0.57,5.28,19.61,0.17
Zinc,Recycled,Landfilled,60.15,7.99,9.3,303.59,66.71,4.12,0.66,3.3,10.7,0.05
Gold,Primary,Recycled,356.25,27.42,172.31,163.57,76.36,4.04,0.13,4708.54,46.66,0.03
Aluminium,Hybrid,Recycled,122.87,10.36,7.75,221.92,43.57,2.05,0.5,2.05,5.09,0.12
Copper,Primary,Landfilled,60.54,4.6,9.29,194.51,54.52,5.65,0.62,7.91,19.12,0.08
Steel,Primary,Landfilled,68.17,2.54,3.67,300.02,25.36,4.33,0.74,1.07,10.72,0.08
Nickel,Primary,Reused,87.66,8.43,4.77,173.14,50.99,5.58,0.13,14.69,18.82,0.12
Cobalt,Primary,Recycled,78.37,4.94,13.7,281.38,62.52,4.36,0.2,36.23,5.61,0.12
Steel,Recycled,Landfilled,54.12,4.34,5.69,253.77,55.32,1.88,0.35,0.57,13.58,0.08
Silver,Recycled,Reused,213.64,23.85,84.35,155.53,37.88,1.32,0.31,1416.66,16.04,0.01
Zinc,Primary,Reused,97.64,8.66,6.48,173.4,40.66,3.66,0.33,2.34,14.72,0.08
Aluminium,Primary,Reused,124.99,9.83,17.04,369.65,78.23,5.42,0.59,1.84,19.05,0.1
Tin,Primary,Recycled,25.57,1.24,4.66,188.33,79.49,4.78,0.37,24.07,11.13,0.08
Copper,Primary,Reused,74.3,7.59,13.01,164.47,7.9,5.59,0.46,6.63,5.39,0.12
Cobalt,Recycled,Landfilled,152.37,6.22,7.38,336.29,60.21,2.92,0.24,27.44,18.69,0.1
Lead,Primary,Reused,45.65,2.71,7.78,137.82,37.55,4.05,0.42,1.71,14.02,0.03
Steel,Hybrid,Reused,39.5,6.36,5.99,125.7,52.32,2.35,0.22,0.74,23.6,0.12
Nickel,Recycled,Recycled,75.33,8.74,4.55,140.84,33.85,4.05,0.46,18.71,12.16,0.17
Nickel,Primary,Landfilled,105.82,11.84,5.19,417.2,30.89,4.01,0.22,17.06,17.37,0.23
Tin,Primary,Landfilled,61.86,1.04,1.95,92.82,74.58,2.01,0.52,21.5,11.77,0.09
Gold,Recycled,Recycled,447.46,39.28,260.47,86.19,60.68,2.55,0.18,4478.82,42.45,0.01
Tin,Primary,Reused,30.4,3.16,4.56,83.17,46.51,2.62,0.59,24.2,9.72,0.06
Copper,Primary,Reused,67.12,5.41,10.03,199.48,68.13,6.63,0.27,6.23,7.22,0.13
Tin,Recycled,Recycled,76.02,1.54,4.76,149.44,50.87,3.02,0.48,20.23,13.44,0.05
Nickel,Hybrid,Landfilled,130.72,12.95,13.71,300.44,18.95,5.69,0.4,14.62,12.74,0.16
Steel,Recycled,Recycled,20.06,6.73,5.85,311.37,32.33,7.41,0.6,1.44,26.12,0.02
Steel,Recycled,Landfilled,20.97,3.95,3.33,125.24,62.69,7.7,0.77,1.12,32.71,0.11
Gold,Primary,Reused,356.71,30.59,291.37,195.38,88.1,2.56,0.23,4018.72,48.87,0.03
Lead,Hybrid,Recycled,68.36,3.31,5.26,214.38,41.1,6.7,0.35,1.36,8.77,0.08
Gold,Primary,Landfilled,308.82,20.2,251.45,99.54,71.37,5.97,0.36,3405.12,42.01,0.01
Cobalt,Hybrid,Landfilled,119.93,4.5,9.7,155.54,32.37,4.64,0.42,26.14,18.89,0.04
Tin,Hybrid,Reused,51.5,3.73,3.77,160.35,63.9,1.7,0.36,20.04,11.02,0.08
Lead,Primary,Landfilled,72.97,3.87,7.65,135.84,63.35,6.18,0.62,1.98,10.83,0.05
Cobalt,Primary,Landfilled,58.18,11.27,9.72,292.17,23.06,1.24,0.2,27.88,17.53,0.05
Cobalt,Primary,Landfilled,124.28,8.67,6.98,390.49,57.44,3.34,0.46,25.97,12.44,0.09
Aluminium,Recycled,Recycled,62.23,10.2,7.72,259.98,58.75,5.07,0.31,1.69,10.89,0.13
Silver,Recycled,Reused,199.1,22.07,78.67,57.17,30.29,2.06,0.36,889.87,14.55,0.05
Steel,Hybrid,Recycled,86.64,2.09,3.01,307.82,26.23,6.31,0.59,1.31,19.46,0.05
Gold,Hybrid,Recycled,436.09,25.25,127.51,138.52,75.59,1.63,0.15,3821.44,44.7,0.04
Copper,Recycled,Recycled,80.39,7.23,8.93,349.55,9.49,3.47,0.65,6.34,7.05,0.14
Copper,Hybrid,Recycled,54.56,7.88,4.36,389.59,25.07,2.34,0.54,6.46,8.28,0.17
Gold,Hybrid,Landfilled,405.95,21.66,176.4,120.1,74.37,2.52,0.59,3556.86,42.64,0.03
Silver,Recycled,Reused,248.32,11.15,123.72,75.62,60.92,1.15,0.38,1076.11,16.13,0.03
Silver,Recycled,Recycled,258.15,22.76,88.81,92.07,58.6,1.26,0.46,755.4,14.74,0.02
Copper,Primary,Reused,42.72,8.1,14.7,168.88,50.5,3.81,0.69,6.77,17.72,0.07
Copper,Hybrid,Recycled,63.59,4.17,6.63,391.95,52.64,1.51,0.19,7.48,16.74,0.11
Nickel,Hybrid,Landfilled,127.91,12.45,7.66,411.4,22.58,4.78,0.12,13.22,17.22,0.14
Aluminium,Primary,Reused,153.79,10.8,10.69,460.51,30.32,5.06,0.33,2.04,16.05,0.29
Cobalt,Recycled,Recycled,128.25,5.74,5.12,104.68,39.83,2.04,0.33,29.13,19.22,0.07
Zinc,Primary,Landfilled,93.09,4.61,3.04,331.84,72.24,1.08,0.63,2.22,10.69,0.18
Aluminium,Recycled,Recycled,107.52,10.68,19.1,235.89,82.1,1.15,0.33,1.93,13.84,0.18
Zinc,Hybrid,Recycled,41.69,8.75,2.43,154.4,67.16,4.97,0.22,3.78,6.24,0.13
Gold,Primary,Recycled,449.03,36.99,104.96,196.49,78.82,2.05,0.33,3656.15,48.8,0.03
Silver,Recycled,Landfilled,255.04,11.59,110.16,142.54,62.94,3.77,0.37,1277.36,8.87,0.04
Silver,Recycled,Reused,348.65,12.07,60.46,193.49,75.65,1.12,0.27,868.61,22.9,0.05
Silver,Hybrid,Landfilled,346.5,14.9,69.21,166.69,61.7,4.02,0.58,918.86,18.75,0.05
Gold,Hybrid,Reused,398.52,33.17,166.45,169.3,58.9,4.21,0.4,4907.93,42.78,0.03
Gold,Recycled,Reused,415.94,24.71,203.6,186.76,87.14,5.71,0.56,3573.61,41.31,0.03
Tin,Recycled,Reused,22.67,5.0,5.29,185.39,72.53,1.6,0.48,20.94,9.21,0.05
Steel,Hybrid,Landfilled,41.64,7.44,2.58,236.87,33.7,5.37,0.72,1.93,13.99,0.14
Nickel,Primary,Recycled,145.0,14.23,11.91,355.59,68.26,5.92,0.63,13.49,7.8,0.11
Silver,Recycled,Landfilled,349.35,24.19,121.71,193.59,43.88,2.09,0.49,852.49,29.26,0.03
Steel,Hybrid,Reused,23.44,4.94,3.09,278.6,44.59,4.43,0.53,1.04,29.82,0.02
Copper,Hybrid,Recycled,107.51,4.38,14.93,169.02,44.76,1.85,0.44,5.68,11.01,0.1
Cobalt,Hybrid,Reused,54.42,9.95,10.7,196.28,35.38,3.03,0.59,22.19,9.82,0.16
Copper,Primary,Recycled,100.52,9.58,8.65,341.44,35.78,3.27,0.36,5.02,24.51,0.07
Steel,Recycled,Reused,79.85,7.21,5.33,377.47,79.91,8.36,0.26,1.56,28.3,0.1
Steel,Hybrid,Landfilled,50.44,6.26,2.18,151.47,56.24,2.43,0.46,1.35,31.18,0.03
Lead,Primary,Recycled,28.43,5.04,5.03,219.58,75.22,6.22,0.41,2.13,13.18,0.06
Lead,Hybrid,Landfilled,70.9,5.07,6.73,172.41,51.32,4.27,0.65,2.28,8.83,0.05
Cobalt,Primary,Reused,129.91,6.59,3.49,101.99,47.16,1.23,0.39,32.46,16.59,0.1
Lead,Recycled,Recycled,88.4,2.07,6.67,152.3,44.61,3.92,0.7,2.39,13.83,0.09
Zinc,Recycled,Recycled,62.47,2.92,9.89,232.6,79.84,5.49,0.69,3.15,5.33,0.13
Silver,Recycled,Reused,305.63,20.02,140.44,170.82,70.21,1.01,0.57,999.12,25.06,0.03
Copper,Primary,Landfilled,125.75,5.21,11.73,328.07,71.83,5.73,0.35,6.47,17.83,0.04
Zinc,Recycled,Landfilled,94.03,4.09,2.82,273.69,24.71,1.45,0.39,2.6,11.16,0.15
Cobalt,Primary,Reused,138.52,6.52,3.97,311.25,24.29,3.08,0.31,22.24,8.25,0.09
Zinc,Recycled,Reused,97.25,2.98,3.93,133.56,63.99,3.13,0.58,3.79,13.29,0.11
Steel,Hybrid,Reused,66.36,1.95,4.07,359.6,54.7,3.25,0.31,1.08,18.39,0.14
Aluminium,Recycled,Landfilled,115.58,10.55,8.5,466.11,56.42,7.74,0.33,2.2,10.11,0.19
Steel,Hybrid,Landfilled,47.59,6.0,7.6,353.8,38.11,4.97,0.38,1.96,35.72,0.04
Steel,Hybrid,Landfilled,96.34,3.9,5.64,186.38,53.67,6.96,0.23,0.77,25.34,0.04
Copper,Primary,Recycled,44.18,8.7,6.2,323.4,30.5,6.12,0.3,7.64,20.02,0.09
Silver,Primary,Reused,341.16,12.44,84.14,62.46,79.63,2.8,0.23,1444.49,14.66,0.02
Aluminium,Primary,Reused,113.41,9.78,15.71,430.76,13.95,4.19,0.34,2.67,17.82,0.09
Aluminium,Primary,Landfilled,64.63,11.61,10.58,203.91,41.15,4.02,0.35,2.84,19.98,0.28
Steel,Hybrid,Landfilled,85.83,4.23,4.18,107.1,68.07,7.58,0.45,0.97,30.57,0.14
Copper,Primary,Landfilled,66.54,4.54,10.54,352.18,82.21,3.14,0.17,7.11,11.78,0.07
Cobalt,Hybrid,Landfilled,155.31,9.91,11.81,165.6,65.91,2.91,0.38,33.75,13.61,0.08
Copper,Primary,Reused,69.97,8.59,8.5,305.86,59.56,1.32,0.19,5.66,19.71,0.07
Silver,Hybrid,Landfilled,226.87,23.79,87.97,53.3,36.13,3.32,0.12,1495.54,21.55,0.04
Cobalt,Hybrid,Reused,159.02,10.57,3.68,385.0,29.43,1.42,0.47,34.93,9.6,0.14
Steel,Hybrid,Landfilled,75.8,7.02,4.5,320.88,75.23,4.33,0.63,1.98,37.1,0.13
Silver,Hybrid,Recycled,349.15,16.14,79.93,102.24,58.22,1.75,0.43,774.13,20.04,0.04
Lead,Recycled,Reused,34.2,5.98,2.4,207.9,22.52,4.76,0.21,1.76,12.14,0.14
Steel,Recycled,Landfilled,48.78,5.18,8.81,326.19,47.07,4.86,0.26,1.93,12.77,0.11
Tin,Primary,Reused,43.81,1.65,5.74,294.55,66.8,1.36,0.52,23.72,12.16,0.08
Copper,Recycled,Landfilled,78.97,9.22,13.58,228.01,16.22,6.35,0.44,7.27,16.04,0.05
Silver,Primary,Reused,306.58,14.87,118.9,88.73,35.66,4.01,0.23,1274.06,11.27,0.04
Copper,Primary,Landfilled,146.74,7.09,6.27,258.92,65.96,3.89,0.44,7.97,17.95,0.16
Cobalt,Hybrid,Reused,70.14,6.5,3.92,335.41,65.44,2.0,0.32,35.99,8.56,0.14
Lead,Recycled,Landfilled,82.25,4.38,5.2,97.21,20.38,6.16,0.71,2.19,8.76,0.15
Steel,Primary,Reused,73.57,4.68,8.55,278.65,69.91,1.41,0.53,1.09,38.86,0.03
Copper,Hybrid,Reused,111.74,6.14,8.94,207.74,50.14,6.32,0.62,6.91,16.0,0.13
Copper,Primary,Reused,67.74,9.37,14.95,240.93,74.47,1.59,0.41,7.2,10.43,0.09
Gold,Recycled,Recycled,301.23,22.31,142.44,187.72,79.16,5.68,0.1,4789.77,19.37,0.04
Tin,Recycled,Landfilled,23.34,3.31,5.67,104.58,78.68,3.19,0.58,24.95,6.2,0.04
Nickel,Hybrid,Recycled,90.81,11.79,8.42,155.56,76.61,5.75,0.29,11.04,10.1,0.2
Copper,Recycled,Landfilled,52.9,4.7,13.21,289.17,25.21,1.81,0.37,6.69,14.11,0.2
Silver,Recycled,Reused,336.14,23.15,82.55,118.64,23.46,2.22,0.43,751.04,29.22,0.02
Silver,Hybrid,Landfilled,280.32,20.57,80.13,180.23,33.78,1.13,0.35,1276.14,19.16,0.03
Aluminium,Hybrid,Landfilled,104.28,8.71,16.47,375.58,14.82,5.71,0.36,2.33,13.58,0.11
Gold,Hybrid,Reused,489.13,22.06,185.66,191.66,78.08,3.83,0.15,3844.55,14.78,0.02
Steel,Hybrid,Recycled,95.19,2.23,3.06,291.06,74.98,8.51,0.25,1.37,19.38,0.03
Copper,Primary,Recycled,65.24,7.0,8.65,308.35,37.66,3.36,0.27,5.72,17.14,0.15
Silver,Hybrid,Reused,259.48,23.5,148.03,145.31,69.55,3.44,0.47,1401.4,25.85,0.03
Lead,Recycled,Recycled,66.73,6.76,3.87,114.06,30.3,1.07,0.46,2.44,9.02,0.05
Silver,Primary,Reused,183.21,13.59,147.03,90.76,29.44,2.01,0.29,891.41,12.88,0.02
Gold,Primary,Recycled,478.17,22.67,251.1,115.79,68.03,5.98,0.12,3004.12,11.79,0.01
Silver,Primary,Recycled,292.53,16.64,131.39,123.82,44.54,4.14,0.21,828.4,13.58,0.02
Aluminium,Primary,Reused,59.98,5.65,6.03,350.65,72.02,5.97,0.15,1.76,10.97,0.09
Nickel,Hybrid,Recycled,157.51,11.68,13.27,119.32,31.57,2.29,0.36,12.84,11.35,0.1
Aluminium,Primary,Recycled,83.91,5.58,16.23,240.67,86.53,2.53,0.7,1.63,14.36,0.28
Copper,Hybrid,Recycled,84.27,5.71,3.62,395.21,13.37,4.67,0.24,7.12,19.82,0.12
Tin,Hybrid,Recycled,53.6,1.8,2.93,195.92,51.58,1.8,0.11,24.08,5.1,0.06
Lead,Hybrid,Reused,82.58,2.06,4.69,215.47,26.91,6.36,0.67,1.58,9.2,0.12
Copper,Hybrid,Landfilled,72.5,3.18,4.54,170.3,66.4,6.22,0.61,6.05,8.28,0.17
Lead,Hybrid,Recycled,73.97,2.58,1.25,149.69,53.67,6.84,0.31,2.22,13.31,0.06
Lead,Hybrid,Reused,71.84,2.84,1.75,91.79,35.08,2.71,0.6,1.59,12.55,0.04
Silver,Hybrid,Landfilled,293.36,14.98,109.22,197.64,36.62,1.74,0.55,1466.16,20.19,0.05
Tin,Hybrid,Landfilled,56.38,4.6,2.9,219.81,10.85,3.71,0.48,21.85,9.06,0.08
Steel,Hybrid,Recycled,89.38,3.52,5.37,213.93,44.78,1.58,0.46,1.18,38.61,0.1
Gold,Recycled,Landfilled,362.33,38.3,227.1,132.0,58.12,4.64,0.53,4001.23,36.2,0.05
Silver,Recycled,Landfilled,305.99,12.13,147.93,110.64,53.18,1.41,0.57,1376.26,14.16,0.03
Nickel,Recycled,Recycled,152.83,8.42,7.56,421.06,40.21,4.85,0.35,14.32,12.92,0.21
Tin,Recycled,Reused,30.37,5.95,1.94,222.92,33.27,3.78,0.4,16.37,11.3,0.06
Nickel,Hybrid,Reused,135.58,7.73,12.62,154.18,51.92,3.44,0.49,12.13,16.37,0.1
Lead,Recycled,Landfilled,47.15,5.52,2.47,213.36,87.8,2.5,0.32,1.24,12.44,0.04
Nickel,Recycled,Landfilled,170.4,13.61,9.99,357.46,39.7,1.43,0.65,10.83,18.67,0.14
Gold,Primary,Recycled,471.02,30.45,292.63,196.38,40.69,3.74,0.29,3903.57,40.15,0.05
Nickel,Hybrid,Reused,153.61,14.71,6.98,145.56,34.29,5.24,0.41,11.5,12.45,0.22
Gold,Hybrid,Landfilled,473.27,24.96,212.62,127.8,50.55,1.73,0.41,4329.67,20.1,0.04
Cobalt,Recycled,Reused,158.53,11.24,14.46,133.17,47.99,3.89,0.45,33.73,5.59,0.05
Gold,Hybrid,Landfilled,415.18,34.61,199.27,58.58,34.96,5.98,0.1,4857.68,36.33,0.03
Copper,Primary,Landfilled,133.37,3.59,12.5,317.75,41.48,2.64,0.67,5.79,11.14,0.04
Aluminium,Primary,Landfilled,121.67,10.76,6.36,479.54,64.62,1.82,0.29,2.0,7.85,0.3
Copper,Hybrid,Reused,65.03,4.33,10.36,253.85,61.65,6.91,0.3,7.69,11.21,0.07
Silver,Primary,Reused,309.14,18.28,65.61,83.16,84.67,3.38,0.49,1457.63,23.2,0.03
Zinc,Recycled,Reused,108.29,4.66,9.6,188.56,63.13,1.24,0.42,2.53,5.35,0.17
Aluminium,Hybrid,Reused,105.23,4.23,7.67,274.17,42.39,7.58,0.22,1.58,5.99,0.16
Silver,Recycled,Reused,151.85,15.57,83.59,137.0,51.25,3.89,0.22,719.79,19.3,0.02
Zinc,Primary,Reused,88.82,2.58,7.01,326.65,56.0,2.7,0.68,2.57,7.87,0.17
Aluminium,Recycled,Reused,88.63,6.58,18.14,277.92,18.91,7.31,0.23,2.48,15.54,0.09
Zinc,Hybrid,Recycled,42.4,4.87,10.9,182.7,43.66,2.48,0.46,3.66,5.34,0.05
Silver,Primary,Landfilled,187.73,23.54,106.92,126.3,56.89,1.1,0.52,770.63,8.99,0.02
Lead,Primary,Reused,70.61,5.46,2.34,196.55,34.86,2.94,0.75,2.14,13.01,0.08
Copper,Recycled,Landfilled,62.53,9.63,8.51,368.46,36.28,6.26,0.56,5.47,24.14,0.11
Nickel,Primary,Landfilled,142.59,9.59,16.53,424.56,66.04,2.54,0.16,19.49,10.75,0.25
Steel,Recycled,Recycled,30.58,6.72,2.78,355.24,23.0,2.97,0.74,0.59,32.6,0.1
Nickel,Primary,Landfilled,84.32,14.38,8.79,302.85,21.85,3.98,0.25,19.93,9.48,0.24
Nickel,Primary,Recycled,175.66,10.23,10.39,210.73,14.28,3.71,0.39,13.28,13.17,0.14
Gold,Recycled,Reused,350.76,23.79,162.51,59.54,60.38,5.99,0.53,4150.61,14.29,0.02
Tin,Hybrid,Landfilled,41.62,3.58,2.06,199.2,64.42,1.5,0.35,17.1,6.34,0.05
Nickel,Recycled,Landfilled,125.51,7.28,13.86,177.84,39.21,2.0,0.31,13.72,13.82,0.22
Steel,Hybrid,Landfilled,45.18,7.01,8.75,385.95,49.33,3.51,0.69,1.75,29.44,0.04
Gold,Recycled,Recycled,342.83,39.59,196.66,135.14,31.28,3.28,0.12,3319.96,19.69,0.04
Nickel,Recycled,Landfilled,114.28,14.83,4.95,386.26,42.69,3.38,0.14,18.56,7.75,0.17
Tin,Hybrid,Landfilled,36.52,5.71,3.89,82.13,12.95,4.55,0.42,17.07,14.84,0.09
Tin,Hybrid,Recycled,24.91,4.66,2.26,129.1,13.89,2.53,0.23,16.72,8.86,0.06
Zinc,Recycled,Reused,51.99,3.31,9.19,263.45,65.83,3.53,0.4,3.05,8.71,0.11
Steel,Primary,Reused,93.58,6.87,4.82,196.86,43.58,1.11,0.34,0.57,22.68,0.02
Tin,Recycled,Reused,40.6,3.07,4.79,89.8,17.52,1.19,0.13,21.89,9.51,0.07
Aluminium,Recycled,Recycled,135.46,4.36,7.33,283.61,46.15,2.45,0.31,2.25,6.18,0.21
Nickel,Primary,Recycled,113.09,10.8,12.14,429.6,21.88,2.7,0.43,18.13,11.06,0.21
Nickel,Recycled,Recycled,100.29,13.81,7.35,291.94,72.62,2.52,0.31,17.69,11.14,0.17
Steel,Primary,Reused,54.37,1.76,5.44,258.39,22.74,6.53,0.45,1.04,30.66,0.1
Nickel,Hybrid,Reused,141.06,7.13,15.96,148.48,56.42,2.53,0.36,16.48,8.8,0.06
Nickel,Hybrid,Reused,89.72,14.63,14.9,284.21,10.28,2.75,0.17,13.87,12.08,0.25
Nickel,Recycled,Reused,143.65,5.01,17.12,172.96,61.07,1.41,0.23,19.54,15.74,0.24
Copper,Recycled,Landfilled,72.82,9.84,10.43,184.95,40.15,1.8,0.54,6.78,7.05,0.14
Silver,Primary,Landfilled,209.61,16.13,93.41,61.05,21.85,2.75,0.13,1071.75,23.87,0.04
Silver,Primary,Reused,225.28,24.19,143.75,171.38,37.55,1.12,0.55,823.3,14.57,0.02
Silver,Hybrid,Landfilled,302.19,20.33,111.43,93.5,69.08,3.54,0.11,796.84,26.67,0.02
Nickel,Hybrid,Recycled,69.73,8.87,9.35,101.27,27.54,3.96,0.39,11.94,19.88,0.1
Nickel,Recycled,Recycled,129.86,7.83,11.65,266.39,76.44,2.52,0.36,18.75,5.17,0.2
Gold,Recycled,Recycled,434.85,23.11,103.15,148.41,49.29,3.85,0.45,3001.63,16.45,0.03
Zinc,Hybrid,Landfilled,66.43,8.21,5.79,214.63,24.21,2.4,0.48,3.27,7.35,0.13
Steel,Hybrid,Reused,42.95,6.19,3.7,333.5,72.82,1.34,0.63,1.78,39.3,0.1
Aluminium,Recycled,Landfilled,56.59,8.17,15.42,206.31,76.57,1.64,0.18,1.57,8.23,0.16
Cobalt,Hybrid,Reused,93.79,10.12,11.64,173.37,22.32,3.23,0.6,30.1,16.19,0.07
Zinc,Recycled,Landfilled,79.8,5.1,5.44,246.95,35.96,1.91,0.45,3.99,14.08,0.1
Nickel,Recycled,Recycled,126.95,11.46,4.88,101.17,79.12,1.5,0.35,15.78,13.93,0.04
Silver,Recycled,Recycled,168.58,19.56,109.58,75.55,20.14,3.28,0.12,726.34,15.36,0.05
Tin,Hybrid,Reused,32.7,1.99,3.26,207.23,32.67,1.79,0.39,16.1,9.31,0.07
Cobalt,Primary,Recycled,53.33,5.35,5.1,216.28,56.22,3.64,0.11,25.91,12.89,0.16
Copper,Recycled,Landfilled,96.78,4.78,8.31,270.46,22.27,5.05,0.2,6.03,17.91,0.11
